% @article{Kampichler00:jrnl,
% author = {Kampichler, C. and D\v{z}eroski,S. and Wieland, R.{
% title = {Application of machine learning techniques to the analysis of soil ecological data bases: relationships between habitat features and Collembolan community characteristics},
% journal = {Soil Biology and Biochemistry},
% volume = {32},
% number = {2},
% pages = {197 - 209},
% year = {2000},
% issn = {0038-0717},
% doi = {DOI: 10.1016/S0038-0717(99)00147-9},
%}


@relation collembolaV2

@attribute x numeric
@attribute y numeric
@attribute Pcalextract numeric
@attribute Kcalextract numeric
@attribute Corg numeric
@attribute density numeric
@attribute Gefuegeform1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegeform2 {2,3,4}
@attribute Gefuegegross1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegegross2 {1,2,3,4}
@attribute beimengungen {0,1,2,3}
@attribute earthwormtubes {0,1}
@attribute PS2 numeric
@attribute PS2dot8 numeric
@attribute PS4 numeric
@attribute PS6dot3 numeric
@attribute PS12dot5 numeric
@attribute PS20 numeric
@attribute PS28 numeric
@attribute PS40 numeric
@attribute PS50 numeric
@attribute PS63 numeric
@attribute PS100 numeric
@attribute PS200 numeric
@attribute PS630 numeric
@attribute logMedPS numeric
@attribute Skel6dot3 numeric
@attribute Skel20 numeric
@attribute Skel63 numeric
@attribute nutzbFeldkap numeric
@attribute soiltype {B,D,K,L,Y,G,DB,BS,SD,BAG,SB,SK,GA,GB,AB,BA}
@attribute elevation numeric
@attribute slope numeric
@attribute angle numeric
@attribute fieldtype {Acker,Wiese,Weide,Hopfen}
@attribute basalMR numeric
@attribute SIR numeric
@attribute pH numeric
@attribute soilmoisture numeric
@attribute PercC numeric
@attribute PercN numeric
@attribute kraeuter numeric
@attribute leguminosen numeric
@attribute suessgraeser numeric
@attribute deckung numeric
@attribute deckungWildkraut numeric
@attribute hoeheWildkraut numeric
@attribute class_spec numeric
@attribute class_ind numeric
@attribute class_fols numeric

@data
250,270,0.266,0.074,15.4,1.24,kru,?,pol,3,?,0,0.178,0.211,0.256,0.328,0.443,0.524,0.583,0.648,0.687,0.721,0.789,0.85,0.962,1.301,0.015,0.035,0.035,160.197,SB,469.36,5.65,22.5,?,1.97,21.68,6.17,20.6,1.59,0.165,?,?,?,?,2,2,2,10,0
250,280,0.1,0.074,69.323,1.139,kru,?,sub,3,?,0,0.203,0.221,0.25,0.303,0.413,0.503,0.566,0.633,0.67,0.703,0.781,0.853,0.971,1.301,43700,43700,43700,161.659,B,464.93,16.83,0,Weide,?,?,?,?,3.25,0.349,30,?,70,75,0,0,4,5,0
250,290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,453.11,18.01,0,?,?,?,?,?,?,?,24,1,75,90,0,0,9,288,16
260,140,0.31,0.31,18.818,?,kru,?,pla,2,0,0,0.19,0.214,0.247,0.303,0.409,0.491,0.555,0.628,0.672,0.71,0.826,0.889,0.978,1.447,0.011,0.016,0.016,158.882,SB,457.89,5.35,112.5,Acker,?,?,5.8,35.55,1.62,0.16,?,?,?,?,2,3,1,3,0
260,150,0.357,0.179,15.2,1.306,kru,?,pol,3,1,0,0.192,0.221,0.262,0.328,0.446,0.532,0.596,0.667,0.709,0.745,0.818,0.889,0.986,1.301,0.012,0.019,0.019,173.512,SB,458.47,5.36,22.5,Acker,1.42,10.53,5.9,12.51,1.29,0.127,?,?,?,?,1,3,1,4,0
260,160,0.149,0.052,14.1,1.438,kru,?,pol,3,?,0,0.208,0.239,0.284,0.36,0.492,0.584,0.65,0.725,0.769,0.807,0.879,0.924,0.985,1.301,0.006,0.015,0.015,205.026,K,456.94,6.78,112.5,Acker,0.99,16.14,6.29,23.79,1.49,0.14,?,?,?,?,1,4,1,1,0
260,170,0.158,0.052,12.9,1.3,kru,?,pol,4,?,1,0.22,0.251,0.296,0.369,0.496,0.59,0.661,0.741,0.788,0.827,0.899,0.938,0.989,1.301,0.006,0.01,0.01,188.187,B,459.44,7.6,112.5,Acker,1.47,?,5.7,22.37,1.23,0.125,?,?,?,?,3,3,2,12,0
260,180,0.133,0.048,12.6,1.503,kru,?,pol,3,?,0,0.218,0.249,0.293,0.365,0.491,0.587,0.662,0.746,0.794,0.835,0.913,0.946,0.991,1.301,0.005,0.008,0.008,175.046,B,461.52,7.52,90,Acker,?,?,5.6,22.5,1.29,0.12,?,?,?,?,2,12,1,5,0
260,190,0.158,0.057,13.6,1.292,kru,?,sub,3,?,1,0.226,0.26,0.306,0.382,0.511,0.606,0.677,0.755,0.8,0.837,0.902,0.937,0.986,1.097,0.006,0.01,0.01,164.093,B,462.03,6.91,67.5,Acker,1.56,24.08,6.22,18.1,1.48,0.139,?,?,?,?,3,3,2,2,0
260,200,0.133,0.057,13.2,1.388,kru,?,pol,3,?,0,0.158,0.192,0.241,0.324,0.466,0.562,0.63,0.704,0.747,0.783,0.848,0.902,0.985,1.301,0.008,0.011,0.011,193.389,K,460.19,7.18,45,Acker,?,?,5.72,23.15,1.39,0.138,?,?,?,?,1,3,2,15,0
260,210,0.141,0.061,12.3,1.484,kru,?,pol,3,?,0,0.19,0.219,0.261,0.329,0.448,0.536,0.602,0.68,0.726,0.766,0.845,0.891,0.975,1.301,0.015,0.023,0.033,177.489,L,460.6,7.34,112.5,Acker,2.16,16.57,5.78,17.57,1.15,0.122,?,?,?,?,1,3,1,3,0
260,220,0.257,0.275,16.2,1.317,kru,?,sub,3,?,0,0.206,0.237,0.281,0.352,0.475,0.566,0.634,0.709,0.753,0.788,0.853,0.894,0.975,1.301,0.016,0.025,0.025,160.42,L,463.15,8.11,112.5,Hopfen,?,?,?,?,1.71,0.169,?,?,?,?,2,5,2,10,0
260,230,0.374,0.301,20.238,1.367,kru,?,sub,3,?,1,0.203,0.233,0.275,0.343,0.46,0.549,0.616,0.69,0.733,0.769,0.837,0.869,0.96,1.301,0.021,0.027,0.027,183.063,SK,465.19,7.26,90,Hopfen,2.39,22.11,6.47,21.34,1.56,0.162,?,?,?,?,1,3,3,14,0
260,270,0.257,0.127,17.7,1.393,kru,?,sub,3,1,0,0.161,0.195,0.243,0.322,0.453,0.542,0.605,0.673,0.712,0.744,0.803,0.858,0.96,1.301,0.018,0.026,0.026,157.279,SB,466.79,7.02,45,?,2.07,21.54,6.07,21.36,1.79,0.17,?,?,?,?,2,2,6,18,1
260,280,?,?,?,?,kru,?,sub,2,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,138.468,B,463.26,15,0,Weide,5.8,50.26,6.62,35.62,3.05,0.241,?,?,?,?,0,0,9,113,3
260,290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,453.2,16.78,0,?,2.76,?,4.96,28.57,1.91,0.19,?,?,?,?,0,0,4,24,8
260,40,0.042,0.004,?,1.39,kru,?,?,?,0,0,0.13,0.146,0.171,0.216,0.304,0.367,0.408,0.448,0.47,0.489,0.541,0.702,0.949,2,0.046,0.072,0.072,159.05,K,478.78,15,135,Acker,1.14,13.94,4.91,18.9,1.26,0.125,?,?,?,?,15,3,2,19,0
260,50,0.033,0.004,14.9,1.361,koh,?,?,?,1,0,0.218,0.235,0.261,0.306,0.393,0.457,0.499,0.542,0.567,0.588,0.649,0.761,0.955,1.602,0.057,0.094,0.094,126.685,B,484.87,15.12,112.5,Acker,?,?,4.86,21.8,1.39,0.144,?,?,?,?,3,3,1,1,0
270,120,0.05,0.009,45.455,1.248,kru,?,?,?,0,0,0.122,0.142,0.172,0.229,0.348,0.44,0.499,0.556,0.586,0.612,0.666,0.784,0.961,1.602,0.067,0.111,0.111,87.34,B,463.34,5.08,337.5,Wiese,2.14,20.47,6.37,20.47,1.53,0.129,?,?,?,?,0,0,1,1,0
270,130,0.066,0.057,34.1,1.25,kru,?,pol,2,1,0,0.119,0.136,0.164,0.217,0.332,0.423,0.483,0.541,0.572,0.598,0.652,0.781,0.977,1.602,0.015,0.027,0.027,149.27,B,457.27,10.31,337.5,Wiese,?,?,?,?,4.08,0.412,24,1,80,95,0,0,5,116,16
270,140,0.307,0.214,12.216,1.378,pol,3,?,?,2,0,0.187,0.214,0.252,0.315,0.429,0.519,0.587,0.663,0.708,0.746,0.827,0.881,0.977,1.301,0.011,0.018,0.018,170.175,B,455.95,3.24,90,Acker,?,?,5.74,17.1,1.79,0.162,?,?,?,?,2,3,2,15,0
270,150,0.349,0.415,14.833,1.352,?,?,?,?,0,0,0.182,0.209,0.248,0.313,0.43,0.521,0.589,0.666,0.712,0.75,0.828,0.887,0.982,1.301,0.014,0.029,0.029,199.541,B,456.55,4.49,45,Acker,1.52,8.65,6.6,10.31,1.85,0.17,?,?,?,?,2,10,1,9,0
270,160,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,454.72,2.7,112.5,?,1.9,16.98,5.86,22.1,1.42,0.12,?,?,?,?,2,15,0,0,0
270,170,0.232,0.127,16.641,1.372,kru,?,pol,3,?,0,0.214,0.246,0.291,0.363,0.49,0.585,0.656,0.735,0.782,0.82,0.894,0.93,0.987,1.301,0.004,0.005,0.005,186.698,L,456.4,6.15,112.5,Acker,1.23,11.83,5.3,24.86,1.29,0.129,?,?,?,?,1,2,1,52,0
270,180,0.208,0.092,11.6,1.435,kru,?,sub,3,?,1,0.153,0.175,0.205,0.255,0.344,0.415,0.471,0.533,0.569,0.599,0.655,0.732,0.912,1.602,0.007,0.015,0.015,204.883,L,457.58,7.77,90,Acker,?,?,?,?,1.45,0.151,?,?,?,?,1,3,5,29,0
270,190,0.174,0.087,12.6,1.447,kru,?,sub,3,?,1,0.223,0.256,0.302,0.375,0.503,0.599,0.671,0.751,0.797,0.835,0.902,0.938,0.99,1.097,0.006,0.008,0.008,158.351,B,458.35,7.67,67.5,Acker,1.06,9.01,5.82,7.52,1.32,0.138,?,?,?,?,2,3,2,4,0
270,200,0.158,0.07,12.7,1.27,kru,?,sub,3,?,0,0.216,0.248,0.292,0.366,0.49,0.578,0.641,0.711,0.75,0.783,0.848,0.9,0.988,1.301,0.009,0.016,0.016,148.512,SK,457.36,6.18,67.5,Acker,?,?,5.49,23.03,1.34,0.131,?,?,?,?,1,3,3,10,1
270,210,0.174,0.087,14.2,1.353,kru,?,pol,3,?,0,0.223,0.255,0.299,0.371,0.493,0.584,0.652,0.729,0.775,0.814,0.885,0.921,0.984,1.301,0.009,0.011,0.011,146.719,B,457.68,6.26,112.5,Acker,?,?,?,?,1.4,0.152,?,?,?,?,1,10,4,17,8
270,220,0.349,0.201,15.3,1.398,kru,?,sub,3,?,0,0.202,0.232,0.274,0.343,0.465,0.558,0.628,0.707,0.753,0.792,0.869,0.907,0.983,1.301,0.017,0.03,0.03,180.526,B,459.71,8.04,112.5,Hopfen,1.4,4.97,6.26,7.68,1.62,0.157,?,?,?,?,2,5,0,0,0
270,230,0.224,0.192,15.3,1.431,kru,?,sub,3,?,0,0.207,0.238,0.28,0.348,0.465,0.552,0.618,0.691,0.735,0.771,0.843,0.891,0.978,1.301,0.016,0.035,0.035,183.442,SK,461.42,8.34,90,Hopfen,1.6,19.96,6.4,25.22,1.62,0.167,?,?,?,?,1,5,3,12,0
270,240,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,461.47,6.23,45,?,1.68,11.54,6.5,10.4,1.57,0.138,?,?,?,?,0,0,1,2,0
270,270,0.208,0.105,?,1.419,kru,?,pol,2,?,0,0.197,0.227,0.268,0.337,0.455,0.542,0.606,0.678,0.72,0.756,0.824,0.867,0.959,1.301,0.012,0.016,0.016,200.05,B,464.49,6.31,45,?,?,?,?,?,1.33,0.144,?,?,?,?,1,1,2,10,0
270,280,0.291,0.157,18.3,1.473,kru,?,sub,3,?,0,0.19,0.218,0.257,0.323,0.44,0.525,0.589,0.659,0.7,0.735,0.813,0.856,0.966,1.301,0.026,0.04,0.04,150.775,B,461.52,8.98,0,?,?,?,?,?,1.74,0.186,?,?,?,?,1,1,6,13,0
270,290,?,?,?,?,kru,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,167.856,SB,453.17,14.83,0,Weide,3.27,40.65,4.75,20.62,2.58,0.266,?,?,?,?,0,0,7,70,15
270,40,0.033,0.026,14.1,1.562,kru,?,?,?,0,0,0.167,0.192,0.228,0.288,0.395,0.473,0.526,0.582,0.615,0.644,0.72,0.814,0.971,1.447,0.039,0.055,0.055,160.971,K,473.35,9.73,112.5,Acker,1.94,19.9,5.27,20.5,1.25,0.117,?,?,?,?,1,3,3,4,0
270,50,0.033,0.009,15.277,1.599,kru,?,?,?,2,0,0.198,0.213,0.236,0.276,0.353,0.406,0.44,0.476,0.496,0.514,0.575,0.713,0.954,1.799,0.05,0.067,0.067,152.128,B,476.55,18.19,112.5,Acker,1.29,14.45,4.99,21.18,1.4,0.124,?,?,?,?,1,2,1,1,0
270,60,0.075,0.022,18.9,1.433,kru,?,pol,4,0,0,0.218,0.235,0.259,0.301,0.38,0.435,0.471,0.508,0.53,0.55,0.627,0.747,0.929,1.602,0.079,0.162,0.162,116.869,Y,480.11,20.41,90,Acker,1.54,22.23,5.24,21.09,1.67,0.167,?,?,?,?,2,5,3,13,0
270,70,0.033,0.013,18.4,?,kru,?,?,?,0,0,0.097,0.101,0.142,0.211,0.339,0.427,0.482,0.537,0.567,0.593,0.643,0.712,0.91,1.602,0.087,0.175,0.175,87.48,B,481.61,5.03,112.5,Acker,2.15,25.27,5,24.6,1.68,0.175,?,?,?,?,1,10,4,12,1
270,80,0.083,0.017,20.592,1.283,kru,?,?,?,0,0,0.313,0.334,0.365,0.421,0.534,0.616,0.668,0.716,0.741,0.761,0.808,0.861,0.976,1.097,0.015,0.022,0.022,138.42,D,483.5,6.94,67.5,Wiese,?,?,4.89,38.57,3.25,0.313,?,?,?,?,0,0,8,420,16
270,90,0.133,0.039,44.601,1.004,kru,?,?,?,0,0,0.14,0.16,0.191,0.249,0.368,0.458,0.518,0.577,0.61,0.638,0.699,0.784,0.954,1.447,0.058,0.105,0.105,158.775,B,479.04,13.66,0,Wiese,?,?,4.89,30.87,2.57,0.262,?,?,?,?,0,0,8,97,16
280,100,0.125,0.1,15,1.299,kru,?,?,?,0,0,0.169,0.195,0.231,0.294,0.407,0.488,0.545,0.607,0.643,0.674,0.743,0.822,0.964,1.447,0.055,0.095,0.095,148.866,B,468.88,11.88,45,Acker,1.97,23.96,5.29,17.87,1.51,0.155,?,?,?,?,1,2,3,13,0
280,110,0.224,0.118,2.295,1.477,koh,?,?,?,0,0,0.191,0.216,0.253,0.315,0.424,0.499,0.55,0.605,0.636,0.662,0.723,0.811,0.949,1.447,0.071,0.122,0.122,137.071,B,466.08,11.31,45,Acker,1.09,17.2,5.59,22.21,1.39,0.135,?,?,?,?,1,5,3,12,0
280,120,0.241,0.144,13.4,1.436,kru,?,?,?,0,0,0.19,0.214,0.25,0.312,0.424,0.498,0.545,0.594,0.622,0.646,0.705,0.799,0.936,1.447,0.074,0.144,0.155,136.932,B,462.47,8.85,22.5,Acker,1.97,23.3,5.77,23.48,1.7,0.165,?,?,?,?,1,3,3,4,1
280,130,0.183,0.109,10.623,1.426,kru,?,?,?,0,0,0.186,0.214,0.252,0.314,0.425,0.508,0.567,0.628,0.663,0.694,0.762,0.832,0.935,1.301,0.103,0.184,0.184,149.837,AB,457.73,10.46,0,Acker,1.61,27.07,5.7,21.44,1.41,0.145,?,?,?,?,1,3,3,7,0
280,170,0.108,0.031,13.6,1.456,?,?,?,?,?,?,0.222,0.249,0.288,0.355,0.479,0.569,0.631,0.697,0.735,0.767,0.835,0.901,0.991,1.301,0.01,0.014,0.014,?,?,453.47,6.51,90,Wiese,1.33,?,5.65,20.77,1.04,0.101,?,?,?,?,0,0,6,56,16
280,200,0.266,0.127,16.8,1.421,kru,?,pol,3,?,0,0.196,0.226,0.269,0.343,0.472,0.565,0.632,0.707,0.75,0.786,0.856,0.903,0.985,1.301,0.011,0.021,0.021,193.032,K,454.42,10.79,90,Acker,?,?,?,?,?,?,?,?,?,?,1,3,0,0,0
280,210,0.208,0.114,14.1,1.402,kru,?,pol,3,?,0,0.215,0.246,0.29,0.36,0.483,0.575,0.647,0.727,0.774,0.814,0.888,0.929,0.99,1.301,0.009,0.014,0.014,201.231,L,454.93,4.53,90,Acker,?,?,?,?,1.7,0.18,?,?,?,?,1,2,0,0,0
280,220,0.39,0.284,16.4,?,kru,?,sub,3,?,0,0.272,0.296,0.329,0.382,0.479,0.558,0.62,0.691,0.734,0.771,0.853,0.895,0.976,1.301,0,0,0,207.306,B,456.09,7.05,112.5,Hopfen,?,?,?,?,1.47,0.153,?,?,?,?,1,5,1,4,0
280,230,0.299,0.288,22.373,1.436,kru,?,?,?,?,0,0.203,0.233,0.276,0.347,0.472,0.565,0.634,0.71,0.754,0.792,0.859,0.898,0.982,1.301,0.017,0.022,0.022,160.039,SB,457.3,7.64,90,Hopfen,1.97,17.38,6.57,22.4,1.23,0.125,?,?,?,?,1,2,0,0,0
280,240,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,458.12,14.72,135,?,3.49,29.33,6.5,19.25,1.81,0.147,?,?,?,?,2,3,0,0,0
280,40,0.033,0.026,20,1.333,kru,?,?,?,0,0,0.165,0.181,0.204,0.246,0.338,0.414,0.469,0.524,0.555,0.581,0.638,0.72,0.94,1.602,0.043,0.062,0.062,145.26,K,468.6,12.01,90,Wiese,3.52,29,4.9,26.91,2.16,0.217,?,?,?,?,1,5,4,44,2
280,50,?,?,?,?,kru,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,192.287,K,468.98,13.45,90,Acker,?,?,5.04,21.49,1.56,0.164,?,?,?,?,3,3,2,4,0
280,60,0.025,0.022,16.1,1.368,kru,?,pol,2,3,0,0.167,0.192,0.228,0.29,0.404,0.482,0.533,0.585,0.615,0.642,0.712,0.804,0.961,1.447,0.057,0.096,0.096,163.159,K,469.48,15.6,90,Acker,?,?,5.42,23.67,1.84,0.214,?,?,?,?,2,10,7,24,5
280,70,0.066,0.017,18.6,1.49,kru,?,pol,4,0,0,0.345,0.37,0.405,0.465,0.576,0.655,0.706,0.758,0.787,0.813,0.884,0.923,0.975,1.097,0.024,0.038,0.038,128.127,D,475.17,19.03,112.5,Acker,1.65,23.34,5.45,23.32,1.92,0.189,?,?,?,?,1,10,4,17,0
280,80,0.05,0.017,18.9,1.457,kru,?,pol,2,0,0,0.187,0.21,0.245,0.308,0.426,0.507,0.558,0.607,0.634,0.657,0.712,0.791,0.942,1.301,0.058,0.087,0.087,116.356,B,479.89,7.92,90,Acker,2.07,29.09,5.5,23.28,1.55,0.118,?,?,?,?,1,2,4,10,2
280,90,0.05,0.035,47.6,1.163,kru,?,?,?,0,0,0.118,0.129,0.146,0.178,0.252,0.315,0.361,0.407,0.432,0.452,0.499,0.587,0.909,2.301,0.016,0.023,0.023,57.835,B,477.17,21.55,22.5,Wiese,?,?,5,37.46,3.84,0.358,?,?,?,?,0,0,6,44,2
290,100,0.216,0.118,14.7,1.565,kru,?,pol,2,2,0,0.188,0.215,0.256,0.324,0.442,0.518,0.569,0.623,0.653,0.68,0.739,0.819,0.962,1.301,0.069,0.108,0.108,159.562,K,464.18,11.73,22.5,Acker,1.61,20.13,5.71,15.27,1.45,0.135,?,?,?,?,1,2,1,1,0
290,110,0.199,0.148,14.7,1.289,kru,?,pol,3,0,0,0.199,0.228,0.271,0.343,0.468,0.552,0.61,0.672,0.708,0.739,0.808,0.869,0.969,1.301,0.032,0.051,0.051,170.696,SB,461.05,10.54,45,Acker,1.14,21.7,5.7,22.14,1.56,0.102,?,?,?,?,1,3,4,6,2
290,120,0.149,0.109,12.9,1.385,kru,?,?,?,0,0,0.225,0.252,0.289,0.351,0.456,0.527,0.578,0.632,0.663,0.69,0.755,0.829,0.954,1.301,0.055,0.084,0.084,172.469,B,459.2,9.31,45,Acker,1.45,19.22,5.87,20.01,1.62,0.147,?,?,?,?,1,3,3,18,2
290,130,0.149,0.131,15,1.497,koh,?,?,?,0,0,0.216,0.245,0.286,0.354,0.47,0.549,0.602,0.66,0.694,0.724,0.798,0.87,0.972,1.301,0.042,0.062,0.062,201.789,AB,456.27,9.56,22.5,Acker,0.93,18.76,5.6,24.54,1.47,0.152,?,?,?,?,1,10,2,7,0
290,160,0.116,0.009,20.4,1.342,kru,?,pol,2,0,0,0.333,0.371,0.423,0.507,0.653,0.748,0.802,0.849,0.874,0.895,0.947,0.964,0.989,0.799,0.003,0.003,0.003,94.929,Y,453.46,10.89,292.5,Weide,7.49,80.98,5.19,39.67,5.69,0.561,28,2,70,80,0,0,3,10,2
290,170,0.125,0.065,32.6,1.521,kru,?,?,?,0,0,0.148,0.159,0.177,0.209,0.281,0.344,0.393,0.447,0.48,0.509,0.579,0.678,0.959,1.799,0.037,0.065,0.065,118.867,K,451.22,0.66,90,Weide,10.03,61.34,6.78,29.28,3.57,0.371,20,?,80,85,0,0,1,8,0
290,210,0.158,0.057,18.3,1.563,kru,?,sub,3,0,0,0.184,0.211,0.253,0.325,0.46,0.554,0.617,0.684,0.722,0.754,0.815,0.865,0.971,1.301,0.034,0.051,0.051,192.352,K,452.02,6.73,90,Acker,?,?,?,?,1.79,0.175,?,?,?,?,2,10,2,6,0
290,220,0.199,0.061,19,1.37,kru,?,?,?,0,0,0.203,0.234,0.278,0.352,0.484,0.576,0.64,0.71,0.751,0.785,0.854,0.9,0.972,1.301,0.017,0.026,0.026,195.178,SK,452.12,6.9,90,Acker,1.42,14.31,5.63,10.98,1.86,0.19,?,?,?,?,5,15,4,34,0
290,230,0.183,0.044,15.4,1.372,kru,?,?,?,1,0,0.211,0.243,0.289,0.368,0.508,0.601,0.662,0.728,0.765,0.796,0.854,0.899,0.979,1.097,0.016,0.035,0.035,202.929,SK,452.75,6.22,90,Acker,?,?,5.35,27.29,1.6,0.159,?,?,?,?,1,5,8,30,2
290,240,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,453.09,18.8,90,?,?,?,?,?,?,?,?,?,?,?,15,20,0,0,0
290,60,0.174,0.061,11.2,1.512,kru,?,?,?,0,0,0.202,0.228,0.265,0.327,0.433,0.501,0.544,0.591,0.618,0.642,0.703,0.792,0.956,1.301,0.045,0.066,0.066,169.395,Y,465.25,5.99,90,Acker,1.12,13.71,6.09,19.13,1.2,0.124,?,?,?,?,1,2,4,6,0
290,80,?,?,?,?,kru,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,115.137,K,475.23,18.29,112.5,Wiese,?,?,5.87,26.78,1.71,0.18,?,?,?,?,1,5,0,0,0
290,90,0.191,0.122,15.8,1.701,kru,?,?,?,0,0,0.171,0.196,0.233,0.294,0.398,0.467,0.512,0.559,0.586,0.61,0.666,0.752,0.888,1.447,0.149,0.213,0.213,170.666,K,469.64,20.29,22.5,Acker,?,?,5.34,26.57,2.26,0.219,?,?,?,?,1,1,2,6,0
300,100,0.158,0.1,13.9,1.277,kru,?,?,?,0,0,0.192,0.22,0.26,0.326,0.435,0.506,0.552,0.602,0.631,0.657,0.717,0.802,0.946,1.301,0.031,0.06,0.06,127.567,K,461.02,9.89,22.5,Acker,?,?,5.47,20.61,1.27,0.153,?,?,?,?,1,1,2,4,0
300,110,0.224,0.157,16.155,1.552,kru,?,pol,2,3,0,0.197,0.226,0.269,0.34,0.466,0.553,0.611,0.674,0.709,0.739,0.803,0.859,0.966,1.301,0.02,0.029,0.029,189.866,SK,457.3,8.32,45,Acker,1.59,18.07,5.81,24.43,1.71,0.182,?,?,?,?,1,1,1,2,0
300,150,0.307,0.074,44.485,1.102,pol,2,?,?,0,0,0.275,0.296,0.328,0.385,0.503,0.593,0.655,0.717,0.753,0.784,0.866,0.917,0.988,1.097,0.002,0.014,0.014,141.208,Y,461.13,14.41,247.5,Wiese,4.61,62.95,5.4,48.13,4.97,0.481,35,?,65,85,0,0,8,127,16
300,160,0.199,0.017,20.8,?,pol,2,?,?,0,0,0.405,0.428,0.46,0.513,0.607,0.671,0.71,0.749,0.771,0.79,0.858,0.896,0.968,0.799,0.039,0.094,0.094,107.397,D,461.78,32.39,247.5,?,3.38,46.29,5.16,27.06,4.29,0.415,25,5,70,90,0,0,6,79,16
300,170,0.34,0.074,29.2,1.331,kru,?,pol,3,1,0,0.153,0.178,0.216,0.286,0.432,0.539,0.608,0.673,0.707,0.736,0.795,0.875,0.974,1.301,0.015,0.034,0.034,161.888,K,454.1,11.91,270,Weide,4.7,49.59,5.1,40.4,3.82,0.383,20,?,80,90,0,0,4,42,15
300,180,0.083,0.039,26.3,?,kru,?,sub,2,0,0,0.326,0.354,0.395,0.464,0.591,0.68,0.736,0.791,0.822,0.85,0.927,0.973,0.996,1.097,0.002,0.002,0.002,192.37,B,458.06,24.18,270,Wiese,4.46,54.13,5.36,26.8,4.55,0.457,28,2,70,95,0,0,3,4,0
300,190,0.423,0.135,28.8,1.449,pol,4,pla,?,1,0,0.2,0.225,0.262,0.325,0.436,0.508,0.553,0.598,0.623,0.646,0.711,0.806,0.963,1.301,0.029,0.049,0.049,130.467,Y,453.3,20.38,270,Wiese,3.12,49.95,5,43.71,3.26,0.287,?,?,?,60,0,0,6,48,16
300,70,0.108,0.074,10.761,1.474,kru,?,?,?,0,0,0.207,0.237,0.282,0.358,0.49,0.579,0.638,0.7,0.736,0.767,0.835,0.888,0.979,1.301,0.017,0.03,0.03,145.067,K,463.62,7.56,112.5,Acker,?,?,5.58,21.57,1.42,0.147,?,?,?,?,1,3,2,3,0
300,80,0.274,0.175,15.2,1.387,kru,?,?,?,0,0,0.184,0.212,0.251,0.317,0.436,0.527,0.592,0.66,0.698,0.73,0.802,0.865,0.963,1.301,0.042,0.075,0.075,202.284,K,467.25,10.62,90,Acker,2.51,23.26,6.3,20.77,1.45,0.139,?,?,?,?,1,2,0,0,0
300,90,0.191,0.118,13.6,1.435,kru,?,pol,2,0,0,0.193,0.222,0.262,0.329,0.444,0.523,0.576,0.63,0.661,0.689,0.754,0.832,0.956,1.301,0.035,0.067,0.067,152.985,B,465.15,11.25,45,Acker,1.24,17.59,5.9,21.66,1.36,0.128,?,?,?,?,1,2,5,21,2
310,100,0.199,0.083,13.7,1.639,kru,?,pol,2,2,0,0.169,0.2,0.244,0.318,0.442,0.521,0.574,0.629,0.661,0.689,0.751,0.834,0.967,1.301,0.032,0.054,0.054,184.014,K,459.47,7.96,0,Acker,1.45,18.47,5.81,15.74,1.29,0.131,?,?,?,?,1,1,3,7,0
310,150,0.697,0.183,36.2,1.16,kru,?,?,?,0,0,0.216,0.236,0.265,0.319,0.425,0.506,0.56,0.615,0.646,0.672,0.732,0.807,0.969,1.301,0.068,0.149,0.149,129.611,DB,470.61,16.87,270,Wiese,3.01,52.08,5.4,30.17,3.98,0.38,28,2,70,90,0,0,0,0,0
310,160,0.174,0.205,48.7,0.989,kru,?,?,?,1,0,0.192,0.209,0.236,0.287,0.399,0.488,0.548,0.609,0.642,0.671,0.737,0.821,0.972,1.447,0.003,0.011,0.011,136.569,DB,465.34,8.82,315,Weide,?,?,?,?,3.85,0.403,?,?,?,?,0,0,5,8,1
310,170,0.058,0.039,22.3,1.511,kru,?,?,?,0,0,0.179,0.205,0.244,0.311,0.432,0.516,0.57,0.624,0.656,0.684,0.752,0.858,0.973,1.301,0.039,0.089,0.089,155.289,B,462.84,19.97,247.5,Weide,?,?,5.3,34.12,3.04,0.302,10,?,90,95,0,0,5,18,1
