%I attached the dataset for the experiments: all_data_bin_and_groups_no_species.arff
%
% attributes 1 - 142 are to be used for learning (independant attributes),
% 143,144 and 146 are the target attribures for the paper
% you can disregard (filter out) the attributes 145 and 147-159 (atleast 
% for the paper,they could be used later for soemthing else)
%
% Damjan
%

@relation 'all_data.csv-weka.filters.unsupervised.attribute.Remove-R1-6,10-11,56-60,67,69,100,131-weka.filters.unsupervised.attribute.Remove-R143-188,201-202'

@attribute actsit_mo numeric
@attribute soil_JB numeric
@attribute samp_time numeric
@attribute Current_crop=ba numeric
@attribute Current_crop=ba-ch numeric
@attribute Current_crop=ba-clgr numeric
@attribute Current_crop=ba-gr numeric
@attribute Current_crop=be numeric
@attribute Current_crop=cc numeric
@attribute Current_crop=ch numeric
@attribute Current_crop=wh-chgr numeric
@attribute Current_crop=clgr numeric
@attribute Current_crop=fa-clgr numeric
@attribute Current_crop=ry-clgr numeric
@attribute Current_crop=wh-clgr numeric
@attribute Current_crop=fa numeric
@attribute Current_crop=fa-gr numeric
@attribute Current_crop=gr numeric
@attribute Current_crop=lu-gr numeric
@attribute Current_crop=oa-gr numeric
@attribute Current_crop=wc-gr numeric
@attribute Current_crop=wh-gr numeric
@attribute Current_crop=le numeric
@attribute Current_crop=lu numeric
@attribute Current_crop=oa numeric
@attribute Current_crop=pe numeric
@attribute Current_crop=po numeric
@attribute Current_crop=ra numeric
@attribute Current_crop=rd numeric
@attribute Current_crop=ry numeric
@attribute Current_crop=wc numeric
@attribute Current_crop=wh numeric
@attribute AC numeric
@attribute MC numeric
@attribute CAC numeric
@attribute PC numeric
@attribute WIC numeric
@attribute sf numeric
@attribute o numeric
@attribute ca numeric
@attribute sh numeric
@attribute grazing numeric
@attribute si numeric
@attribute seha numeric
@attribute sepl numeric
@attribute soha numeric
@attribute sopl numeric
@attribute tr_packing numeric
@attribute tr_shal_till numeric
@attribute tr_subshal_till numeric
@attribute tr_deep_till numeric
@attribute fert_lev numeric
@attribute fert_type numeric
@attribute tr_fert_time numeric
@attribute crop1=ba numeric
@attribute crop1=ba-clgr numeric
@attribute crop1=ba-gr numeric
@attribute crop1=be numeric
@attribute crop1=clgr numeric
@attribute crop1=clgr-wc numeric
@attribute crop1=fa numeric
@attribute crop1=gr numeric
@attribute crop1=oa-gr numeric
@attribute crop1=le numeric
@attribute crop1=lu numeric
@attribute crop1=lu-gr numeric
@attribute crop1=oa numeric
@attribute crop1=pe numeric
@attribute crop1=po numeric
@attribute crop1=ra numeric
@attribute crop1=ry numeric
@attribute crop1=sba numeric
@attribute crop1=vea numeric
@attribute crop1=wc numeric
@attribute crop1=wh numeric
@attribute crop1=wh-gr numeric
@attribute AC_1 numeric
@attribute MC_1 numeric
@attribute CAC_1 numeric
@attribute PC_1 numeric
@attribute WIC_1 numeric
@attribute si_1 numeric
@attribute ca_1 numeric
@attribute sotr_1 numeric
@attribute crop2=ba numeric
@attribute crop2=ba-clgr numeric
@attribute crop2=ba-gr numeric
@attribute crop2=be numeric
@attribute crop2=wc-gr numeric
@attribute crop2=clgr numeric
@attribute crop2=fa numeric
@attribute crop2=gr numeric
@attribute crop2=wh-gr numeric
@attribute crop2=le numeric
@attribute crop2=oa numeric
@attribute crop2=oa-clgr numeric
@attribute crop2=pe numeric
@attribute crop2=po numeric
@attribute crop2=ra numeric
@attribute crop2=ry numeric
@attribute crop2=sba numeric
@attribute crop2=sba-clgr numeric
@attribute crop2=sba-gr numeric
@attribute crop2=swh numeric
@attribute crop2=wc numeric
@attribute crop2=wh numeric
@attribute AC_2 numeric
@attribute MC_2 numeric
@attribute CAC_2 numeric
@attribute PC_2 numeric
@attribute WIC_2 numeric
@attribute si_2 numeric
@attribute ca_2 numeric
@attribute sotr_2 numeric
@attribute crop3=ba numeric
@attribute crop3=ba-clgr numeric
@attribute crop3=ba-gr numeric
@attribute crop3=ba-pe numeric
@attribute crop3=be numeric
@attribute crop3=clgr numeric
@attribute crop3=clgr-wc numeric
@attribute crop3=fa numeric
@attribute crop3=oa-gr numeric
@attribute crop3=gr numeric
@attribute crop3=lu numeric
@attribute crop3=oa numeric
@attribute crop3=pe numeric
@attribute crop3=po numeric
@attribute crop3=ra numeric
@attribute crop3=ry-clgr numeric
@attribute crop3=sba numeric
@attribute crop3=sba-clgr numeric
@attribute crop3=wc numeric
@attribute crop3=wh numeric
@attribute AC_3 numeric
@attribute MC_3 numeric
@attribute CAC_3 numeric
@attribute PC_3 numeric
@attribute WIC_3 numeric
@attribute si_3 numeric
@attribute ca_3 numeric
@attribute sotr_3 numeric
@attribute acari numeric
@attribute coll numeric
@attribute S numeric
@attribute H numeric
@attribute D numeric
@attribute Inv_D numeric
@attribute CD numeric
@attribute Inv_CD numeric
@attribute relative_S numeric
@attribute E_S numeric
@attribute E_D numeric
@attribute E_CD numeric
@attribute EP numeric
@attribute EP-HE numeric
@attribute HE numeric
@attribute HE-EU numeric
@attribute EU numeric

@data
2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,1,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3581.422,6336.362,7,2.14006,0.324074,3.085714,0.324006,3.086363,0.000706,0.762305,1.31647,1.316224,0,0,1928.458,550.988,6336.362
2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,1,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2203.952,8264.82,6,2.145623,0.277008,3.61,0.276939,3.6109,0.000573,0.83004,1.158544,1.158319,0,0,1377.47,0,5785.374
6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8815.808,5509.88,10,2.751554,0.178994,5.586777,0.178937,5.588566,0.000698,0.8283,1.108596,1.10839,0,2203.952,4407.904,275.494,5509.88
6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6060.868,2754.94,7,2.641127,0.171875,5.818182,0.171781,5.821364,0.000794,0.940788,1.039581,1.039258,0,826.482,2479.446,1652.964,2479.446
6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8540.314,2203.952,9,2.60319,0.237344,4.213296,0.237273,4.214557,0.000838,0.821215,1.25458,1.254319,0,550.988,5234.386,1377.47,2754.94
6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9917.784,9642.29,9,2.689363,0.183892,5.437972,0.18385,5.439206,0.00046,0.8484,1.100813,1.100666,0,1652.964,4958.892,1377.47,6336.362
3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,1,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7162.844,38844.654,9,2.150745,0.287748,3.475265,0.287732,3.475452,0.000196,0.678485,1.196771,1.19672,0,275.494,4132.41,826.482,29202.364
3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,1,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6060.868,22039.52,9,2.421212,0.227797,4.389873,0.22777,4.390403,0.00032,0.763807,1.134493,1.134401,550.988,2203.952,826.482,275.494,14876.676
3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,1,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,21213.038,0,5,1.29442,0.487603,2.050847,0.487579,2.050949,0.000236,0.557477,1.249175,1.249089,1101.976,275.494,13223.712,0,6611.856
3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,1,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4958.892,38293.666,10,2.0285,0.342123,2.922922,0.342108,2.923052,0.000231,0.610639,1.310899,1.310845,550.988,550.988,1377.47,550.988,30028.846
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.81,0.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4407.904,4407.904,8,2.247504,0.279297,3.58042,0.279215,3.581468,0.000907,0.749168,1.221384,1.221104,275.494,275.494,550.988,275.494,3856.916
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.81,0.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20937.544,3305.928,6,1.945267,0.345558,2.893871,0.345531,2.894098,0.000247,0.752532,1.268928,1.268834,0,0,1652.964,12948.218,6336.362
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.81,0.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4683.398,2203.952,8,2.677406,0.184,5.434783,0.183882,5.438285,0.001162,0.892469,1.096299,1.095882,275.494,0,550.988,1928.458,3581.422
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.81,0.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3305.928,3305.928,7,2.527293,0.194444,5.142857,0.194323,5.146082,0.001059,0.90024,1.069722,1.069312,0,1652.964,275.494,826.482,2203.952
7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,1,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,21213.038,11846.242,9,2.275018,0.262222,3.813559,0.2622,3.813884,0.000272,0.717688,1.178071,1.177996,0,12672.724,1101.976,2754.94,6887.35
7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,1,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8264.82,11019.76,9,2.376599,0.251837,3.970827,0.251798,3.971438,0.000467,0.749733,1.194607,1.194474,0,3856.916,1101.976,550.988,5785.374
7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,1,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,14876.676,16254.146,9,2.480778,0.226408,4.416811,0.226383,4.417296,0.000289,0.782598,1.157616,1.157531,0,9366.796,3856.916,550.988,7438.338
7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,1,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,22866.002,7989.326,9,2.08511,0.325415,3.073003,0.325393,3.07321,0.000292,0.657779,1.287383,1.287306,0,15703.158,6060.868,550.988,3305.928
11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10193.278,18182.604,9,2.450387,0.247431,4.041524,0.247405,4.041957,0.000317,0.773011,1.216134,1.21604,275.494,3030.434,2479.446,550.988,17356.122
11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12397.23,9642.29,8,2.426526,0.224688,4.450626,0.224652,4.451323,0.000363,0.808842,1.126516,1.126398,0,5234.386,4958.892,550.988,8815.808
11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,70250.97,5234.386,11,1.855775,0.458096,2.18295,0.458089,2.182984,0.000146,0.536439,1.647704,1.647671,0,49588.92,15978.652,2203.952,4958.892
11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20937.544,10193.278,12,2.803624,0.198528,5.037081,0.198502,5.037734,0.000385,0.782051,1.201937,1.201841,275.494,11019.76,2754.94,3856.916,10193.278
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6336.362,8540.314,8,2.306231,0.285322,3.504808,0.285274,3.505398,0.000538,0.768744,1.274629,1.274458,275.494,550.988,3581.422,0,9917.784
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18182.604,9091.302,8,2.203013,0.289052,3.459583,0.289026,3.459896,0.000293,0.734338,1.230322,1.230233,0,826.482,14050.194,0,10468.772
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12672.724,4407.904,9,2.603596,0.228928,4.368182,0.228883,4.369043,0.000527,0.821343,1.224051,1.223887,0,1652.964,8815.808,826.482,3856.916
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5509.88,2479.446,7,2.164425,0.315101,3.173585,0.315015,3.174449,0.000876,0.770984,1.299086,1.29878,0,826.482,4407.904,0,1652.964
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4683.398,6060.868,7,2.137973,0.30835,3.24307,0.308285,3.243748,0.000652,0.761562,1.259587,1.259364,275.494,550.988,1377.47,0,7713.832
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9091.302,5785.374,8,2.530115,0.194787,5.133803,0.194733,5.13523,0.000538,0.843372,1.07207,1.071888,0,275.494,6611.856,275.494,5509.88
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14050.194,4958.892,8,2.2406,0.286284,3.49303,0.286247,3.493488,0.000421,0.746867,1.241688,1.241558,0,826.482,4132.41,0,13499.206
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,41599.594,10744.266,10,2.127294,0.354349,2.822076,0.354337,2.822175,0.000191,0.640379,1.421269,1.421221,0,29477.858,9366.796,550.988,8540.314
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,39671.136,3030.434,9,1.877675,0.41744,2.395553,0.417427,2.395631,0.000211,0.592341,1.489794,1.489739,0,0,6887.35,5785.374,28926.87
